1.096190862465930513e+04,3.263043233130594672e+03,1.600348344171293547e+03,1.863266145634256418e+03,2.180247303156972691e+02,1.894225387161045319e+03,8.798527518606067588e+02,1.547786667595273912e+03,-2.156776218061642794e+03,2.489145267608237646e+03,-4.970206670448195041e+02,1.297663792341740645e+03,-5.411553574359624008e+02,5.157966054544359622e+02,-9.779379758781628240e+00,6.498569404856800702e+02,4.142987131810692176e+02,7.105515860894154230e+02,-9.756246560498607323e+02,4.412622597354329628e+02,6.851821849189656177e+02,4.140107064844620766e+00,7.858093443943213288e+02,3.098610297201465755e+02,6.895905841380158563e+02,-1.636294121165511939e+01,-2.537579703990814153e+02,1.385707348966107588e+02,6.382370055624983962e+01,4.131021857682204086e+02,6.196453324488192038e+02,4.488430809651936784e+02,6.822712203259867465e+02,-5.263590088538912823e+02,-2.454876737683023293e+02,-3.969283898606199159e+02,-3.134106253437356031e+02,2.445855055074548829e+02,6.335499266985326585e+02,-4.927835274709738087e+02,-2.181736107523187798e+02,-2.904551752573465819e+02,3.363827433333996169e+02,-6.686106629580372100e+02,-1.170036477239197410e+02,5.627237063169341127e+02,2.956382035332691771e+02,-3.092192479396323392e+02,3.957796922055358664e+02,6.016330384503789901e+02
9.056519778332502028e+03,2.566115162635741399e+03,6.407785389369364566e+02,1.868837196753539047e+03,-3.778853766230074598e+02,2.154496139211821173e+03,6.802872454089217626e+02,2.441124222620198907e+03,-2.135964417832216895e+03,1.925397036464746179e+03,-6.983069302423604086e+02,1.240599669027516939e+03,-1.200178028244169582e+03,3.864723898229520955e+02,7.973466087144025778e+02,3.187951153380214464e+02,9.003492814417879799e+02,1.148527589160685238e+03,-1.109437117156990098e+03,6.997319970857989802e+02,6.171591478282933849e+02,-7.327857530159133148e+02,7.548996867066363166e+02,1.592675082288686497e+02,6.091357270521699547e+02,-2.596668828608508761e+02,8.359935173117129636e+01,-3.754744598807384932e+02,4.280743935147543056e+01,5.139147422523116120e+02,1.333640875472927121e+02,6.835267820356600623e+02,3.749485954434783253e+02,-5.165273212649326524e+02,-2.961349215988382966e+01,-4.705643447843453373e+02,-8.758076452703483028e+02,2.248783631949617074e+02,3.461904628867584961e+02,9.226301601679045916e+01,7.538781206511720256e+02,7.953163229305457094e+01,-1.283610781686097084e+02,5.484316241002853758e+02,5.112443569232635809e+02,1.216623507024893414e+01,-2.866998673937666808e+02,-2.507048412961571415e+01,3.023785098260941595e+02,2.805441222513726416e+02
1.096190862465930513e+04,3.263043233130594672e+03,1.600348344171293547e+03,1.863266145634256418e+03,2.180247303156972691e+02,1.894225387161045319e+03,8.798527518606067588e+02,1.547786667595273912e+03,-2.156776218061642794e+03,2.489145267608237646e+03,-4.970206670448195041e+02,1.297663792341740645e+03,-5.411553574359624008e+02,5.157966054544359622e+02,-9.779379758781628240e+00,6.498569404856800702e+02,4.142987131810692176e+02,7.105515860894154230e+02,-9.756246560498607323e+02,4.412622597354329628e+02,6.851821849189656177e+02,4.140107064844620766e+00,7.858093443943213288e+02,3.098610297201465755e+02,6.895905841380158563e+02,-1.636294121165511939e+01,-2.537579703990814153e+02,1.385707348966107588e+02,6.382370055624983962e+01,4.131021857682204086e+02,6.196453324488192038e+02,4.488430809651936784e+02,6.822712203259867465e+02,-5.263590088538912823e+02,-2.454876737683023293e+02,-3.969283898606199159e+02,-3.134106253437356031e+02,2.445855055074548829e+02,6.335499266985326585e+02,-4.927835274709738087e+02,-2.181736107523187798e+02,-2.904551752573465819e+02,3.363827433333996169e+02,-6.686106629580372100e+02,-1.170036477239197410e+02,5.627237063169341127e+02,2.956382035332691771e+02,-3.092192479396323392e+02,3.957796922055358664e+02,6.016330384503789901e+02
8.483514690694231831e+03,2.469471158734589608e+03,-3.095237390763292069e+02,2.527802216919929833e+03,1.517584666838837165e+03,3.217702194129483928e+02,7.755489825787133213e+02,-4.398437631992628383e+01,-3.381286703751410641e+03,2.580941824462158365e+03,7.576939146368379063e+00,7.891183028868011888e+02,1.030316205518252900e+03,-1.250735726428444679e+02,-5.543990105246993494e+01,9.188355122581840533e+02,1.496657376127416455e+03,7.824978530279187225e+02,-3.495026838566284368e+02,3.241191814273529648e+00,5.579854365404552254e+02,-9.078775960721410456e+02,-5.489940340212395853e+01,5.562623677740652965e+02,1.207312222247024351e+02,1.475407999442635401e+02,-5.785570926867213757e+02,3.851041950159136604e+02,-4.873997486802595631e+02,5.481768783211540494e+02,2.986429300668664268e+02,4.395419020102429499e+02,-3.147789118001026623e+02,-1.304197776916694238e+03,3.824319955101718165e+02,-5.029561007546801648e+02,-3.745214369974113424e+02,-3.239398486350088433e+02,4.283683218538956226e+02,-8.487024674700520563e+02,2.513140408963830339e+02,-5.813210628668332447e+02,4.485410208867423876e+02,8.595397597630784503e+02,1.359179803178650445e+03,8.491727413799123951e+02,6.707015089205159484e+02,1.737779185724833724e+02,-6.289777572964637784e+02,-3.282864575353744385e+02
8.436618992746403819e+03,2.945550522227278634e+03,-1.533631404324893026e+02,2.627568614735555457e+03,1.094353738704000534e+03,2.956761398449377793e+03,3.725425852410874086e+02,6.755346890025824678e+02,-3.761716491324574690e+03,2.464021647582221249e+03,-3.288775389483708977e+02,9.968252284764320166e+02,-1.275092375229994985e+02,7.460424968670230328e+01,-2.275497362677327828e+02,7.839749686248005673e+02,1.057064379033855403e+03,1.559958347509913779e+02,-3.248592098101881902e+02,1.302252709252233217e+03,1.927896278403163137e+02,-1.527098253085412807e+03,1.263719534058000363e+03,1.482817803704458868e+02,4.356779442607235069e+02,1.065832672014827054e+01,5.239780483190916982e+01,6.144395866948800631e+02,6.520625222799338871e+02,4.801491455406037403e+02,5.002914433486321855e+02,5.301401770786753787e+02,7.221506334591967970e+02,-3.460087725287760350e+02,4.327036393305842807e+02,-4.120591716494591878e+02,-7.029062808118046632e+02,6.631976427024496843e+02,9.560557370884283728e+02,-9.992822885262167176e+01,-1.541876597614956950e+02,8.476524150243764666e+01,-5.369913019306592332e+02,2.703437357056914152e+02,4.336748754865092792e+02,1.064081837316048905e+03,5.679036950332291553e+02,1.136907873776997775e+02,-1.890976408194986220e+02,4.301071021727677248e+02
9.617796348167998076e+03,1.937981628011188377e+03,5.634965735916882750e+02,2.964951605978980297e+03,-4.516130382143994666e+02,2.288184154593887342e+03,3.999239671344248563e+02,1.599810322168695393e+03,-1.542990839168372759e+03,1.849633053285674805e+03,-7.426829016314040928e+02,1.267737457050275452e+03,-1.225328954784373536e+03,6.474733392932620291e+02,3.586063071206267523e+02,4.364764925116764402e+02,8.357308627681184134e+02,1.076249647358848506e+03,-9.440801030480273539e+02,8.344907380536211576e+02,1.838345994562421704e-01,-7.137121472057192477e+02,9.992928237995486143e+02,1.497967327332918330e+02,9.060514135087510112e+02,-1.108139248058077442e+02,8.916425447260012049e+01,2.230230846418402990e+01,-1.839715164380779697e+02,4.920610607733523807e+02,4.335734758424828215e+02,3.538877598361856371e+02,3.828872558314523644e+02,-6.717184707420382210e+02,2.601496843470709450e+02,-1.245916336786127090e+02,-8.167405071602903490e+02,5.434002879375233306e+02,7.639573671046230174e+02,-5.637261132704664988e+02,-1.208423858955680288e+02,-2.830947529889033376e+02,4.719233747557701690e+02,1.791737877960607364e+02,7.376807023726041734e+02,6.328736241705077425e+00,-2.742032407509892664e+02,-1.985375038339024059e+02,6.089227345675218572e+01,4.143351787507461381e+02
9.296128922858155420e+03,3.259996845790286898e+03,-7.341020064013244451e+01,8.852151996333441275e+02,-2.857058633547861177e+02,2.642892315359325949e+03,-5.387821563513989531e+02,1.011109935007334911e+03,-2.191784756093531541e+03,2.416086948957203731e+03,-7.834310154634094943e+02,1.380418885001771514e+03,3.209396223549931619e+02,-2.242131829689393285e+01,-2.600281352416543541e+02,1.601191603743895939e+02,4.207874864606411620e+02,5.037056729059777922e+02,-1.039296226993736127e+03,5.739936249589584349e+02,3.073467431791185049e+02,-1.494748779621859001e+02,1.812222460000742785e+02,-5.850927240790443875e+02,5.996419613828063575e+02,-4.244220065992992375e+01,-1.259645747618966197e+03,5.534077553474951827e+01,3.954612504259389425e+02,2.196315799152481247e+02,3.264965199439441221e+02,-1.251580224796088601e+02,5.140047205628922029e+02,-1.003841016884856344e+03,1.946493502115625631e+02,4.582155822572806301e+02,-4.258327948553685474e+02,4.586687470631314909e+02,3.927816692261528715e+02,-3.954567793351131968e+02,1.444840978860912628e+02,-1.010852680622669936e+03,5.803001508869988356e+02,-1.173170077117162151e+02,-7.725768806154999311e+02,9.148006025412192912e+02,1.514825514854694802e+03,-5.353481684963564931e+02,2.511960458728777610e+02,-1.282099651342250191e+01
9.204448647168495881e+03,2.088909027565311590e+03,5.110009406409913595e+02,2.170017870584323191e+03,3.635023509759728881e+02,7.390641722551172279e+02,1.005796401935244262e+03,2.076263299024069056e+03,-2.772160495246498158e+03,2.162014395990723642e+03,-5.588487271909539231e+02,9.184500572010666701e+02,5.885554566614297300e+02,2.947747723526189247e+02,4.385317348386122944e+02,4.577499828988257491e+02,5.596245115178456899e+02,1.434715724864878723e+02,-6.203979961855354759e+02,8.573203437272293286e+02,5.741154892325766923e+02,-9.370106563778369946e+02,6.509757194644017773e+02,4.239350579115511550e+02,8.538024523128640340e+02,-1.025871922805331593e+02,9.666910233395664420e+01,-1.763646644493530573e+02,7.238495605768437144e+02,5.191380209125487681e+02,6.650772298182033637e+02,1.933990626035539435e+02,3.703935085379208658e+02,-9.920602817849894564e+02,-8.163138844681382977e+01,-2.625838147577593986e+02,-6.174538442892607009e+02,-3.495458519808250912e+02,7.137971373706376426e+02,5.450177880435842326e+01,1.603230577813386901e+02,3.289918490914754301e+01,1.712521027988007347e+02,4.256707307156360116e+02,5.757632878981713702e+02,4.013760646095969946e+02,4.422010082971298175e+02,1.009579779010603602e+02,1.572714541510275010e+00,-4.739978161488250521e+02
1.024895178423348625e+04,2.924853412327602200e+03,8.240204428545952169e+02,2.287367108916467714e+03,-6.785497268021885020e+02,1.721214123151187778e+03,6.346880692593491631e+02,1.366317505248327734e+03,-1.890466953253876909e+03,2.050951276845277789e+03,-3.379959422588398184e+02,1.249199056939145976e+03,-9.095147515254665223e+02,1.526353493486362254e+02,1.491942247220058277e+02,4.445975995990360161e+02,5.792403019307652130e+02,7.319390502703992070e+02,-9.852912284358628767e+02,3.546304794722699967e+02,5.493086237643750565e+02,-4.446280353837058783e+02,9.991624449503408414e+02,9.824952726989236851e+01,5.771184059210434043e+02,-1.008944667094873324e+02,1.429713679781580424e+02,5.177166739727509821e+02,-2.962958334667115423e+02,1.684672947025262886e+02,3.247349559548856632e+02,4.903810607468646481e+02,2.181418599237395881e+02,-5.721320045042688207e+02,4.287203084203988510e+02,-8.738642589805954231e+01,-7.922580042477655979e+02,1.309003406794296609e+02,6.917317162586487029e+02,-8.512189473216230340e+01,3.628886833689059586e+02,4.469631101129679962e+01,2.876124491283172802e+02,6.343416373025313959e+01,5.923744190887596233e+02,-1.826446635669423557e+01,-7.699298956585746510e+02,3.876796657229168090e+02,-1.933780734681092781e+02,3.605390123948026257e+02
1.009218246751868173e+04,2.688321619501522491e+03,5.694685623730400721e+02,2.760197412373534917e+03,-2.509989540219164610e+02,2.233814221354646634e+03,3.690654713308939563e+02,1.904394988311814586e+03,-1.839185150343419309e+03,2.462034380955258712e+03,-4.887574706782392582e+02,1.381211256538867019e+03,-4.702232787233656950e+02,2.243109455314270235e+02,5.552455663671519233e+02,4.546433380528671933e+02,5.787159298072110687e+02,9.382395896891889606e+02,-9.093687328305087476e+02,6.795209719058559585e+02,5.554932997141196438e+02,-6.277665458315281057e+02,9.634642716657583605e+02,3.400187846251071733e+02,4.922631346314529424e+02,-6.018777759084035495e+01,7.477488046634171326e+01,1.775312481103395044e+02,-1.193175784495811627e+02,5.647604764668768667e+02,7.377090837003396473e+02,8.026795372557284054e+02,9.896546527661043058e+01,-7.200877731374931727e+02,2.110763263535585565e+01,1.804758153340146407e+02,-8.659343785632810295e+02,2.627650233376830897e+02,7.457228175452603409e+02,1.973494603309246713e+02,4.575783889883302322e+02,-3.708073786371746223e+02,2.385938261186590026e+01,4.258733160826689073e+02,5.181015876811792396e+02,1.418151240774533903e+02,-3.033557110637127039e+02,1.874167073249283533e+02,-1.829690220741362054e+02,4.647604202120514572e+01
